Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint.Speed,Positioning,Finishing,Shot.Power,Long.Shots,Volleys,Penalties,Vision,Crossing,Free.Kick.Accuracy,Short.Passing,Long.Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball.Control,Composure,Interceptions,Heading.Accuracy,Def.Awareness,Standing.Tackle,Sliding.Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak.foot,Skill.moves,Preferred.foot,Height,Weight,Alternative.positions,Age,Nation,League,Team,url,GK.Diving,GK.Handling,GK.Kicking,GK.Positioning,GK.Reflexes,gender,name_norm,player_id,name,current_club_name,last_season,market_value_in_eur,highest_market_value_in_eur,statut_match,joueur_probablement_retraite,name_tm,score_matching
Kaleigh Riehl,77,46,43,57,67,79,67,39,51,45.0,38.0,55,44.0,35.0,41,51,43.0,37.0,70,62,48.0,63.0,62,64,77,72,70,75.0,78.0,77.0,84.0,79.0,75,37,79,74,CB,2,2,Right,173,64,,27,United States,NWSL,Utah Royals FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kaleigh-riehl/267388,,,,,,F,kaleigh riehl,,,,,,,non_trouve,False,,
Cari Roccaro,77,73,68,74,76,71,70,71,75,66.0,70.0,70,68.0,53.0,66,77,57.0,67.0,83,78,55.0,78.0,74,40,82,79,74,68.0,62.0,76.0,72.0,68.0,71,77,63,77,CDM,3,3,Right,168,60,CM,30,United States,NWSL,Chicago Red Stars,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cari-roccaro/267372,,,,,,F,cari roccaro,,,,,,,non_trouve,False,,
Enith Salón,77,80,77,71,77,47,74,47,48,,,53,,,14,27,12.0,12.0,30,33,12.0,13.0,50,55,75,22,33,13.0,11.0,11.0,14.0,13.0,63,29,60,19,GK,2,1,Right,167,59,,22,Spain,Liga F,Valencia CF,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/enith-salon/271943,80.0,77.0,71.0,74.0,77.0,F,enith salon,,,,,,,non_trouve,False,,
Sandra Starke,77,82,74,67,79,48,69,81,82,81.0,76.0,75,71.0,65.0,75,71,60.0,51.0,74,59,72.0,79.0,69,84,77,83,69,39.0,69.0,38.0,60.0,38.0,80,66,70,67,ST,3,3,Right,165,59,CM,31,Germany,GPFBL,RB Leipzig,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sandra-starke/262089,,,,,,F,sandra starke,,,,,,,non_trouve,False,,
Katie Stengel,77,72,78,61,73,33,73,73,71,79.0,82.0,73,73.0,71.0,78,63,39.0,56.0,77,54,48.0,76.0,50,70,78,76,63,21.0,79.0,38.0,22.0,24.0,89,62,82,60,ST,3,3,Right,175,67,LW,32,United States,NWSL,NJ/NY Gotham,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/katie-stengel/226350,,,,,,F,katie stengel,,,,,,,non_trouve,False,,
Tereza Szewieczková,77,67,74,75,75,70,70,68,67,78.0,77.0,70,78.0,60.0,63,80,69.0,68.0,78,72,71.0,77.0,65,72,75,78,69,66.0,67.0,70.0,76.0,60.0,71,80,66,69,CM,3,3,Right,163,62,LM,26,Czech Republic,Ceska Liga Žen,Slavia Praha,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tereza-szewieczkova/275808,,,,,,F,tereza szewieczkova,,,,,,,non_trouve,False,,
Andrea Tarazona,77,77,74,75,81,34,78,35,33,,,56,10.0,11.0,12,25,10.0,11.0,15,15,,10.0,57,40,69,11,33,17.0,15.0,11.0,20.0,12.0,48,18,34,22,GK,2,1,Right,168,56,,20,Spain,Liga F,Levante UD,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andrea-tarazona/272020,77.0,74.0,75.0,78.0,81.0,F,andrea tarazona,,,,,,,non_trouve,False,,
Ana Tejada,77,74,57,68,69,78,70,75,73,66.0,58.0,60,55.0,43.0,51,60,63.0,41.0,80,71,56.0,66.0,68,68,72,74,70,78.0,77.0,78.0,80.0,75.0,85,64,72,70,CB,2,2,Right,170,69,,22,Spain,NWSL,Utah Royals FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ana-tejada/272206,,,,,,F,ana tejada,,,,,,,non_trouve,False,,
Julie Thibaud,77,39,47,56,62,80,76,36,42,40.0,42.0,73,40.0,35.0,44,49,39.0,36.0,72,59,49.0,57.0,47,61,76,71,63,76.0,77.0,80.0,83.0,77.0,74,72,79,72,CB,2,2,Right,167,64,,26,France,Barclays WSL,Leicester City,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/julie-thibaud/258704,,,,,,F,julie thibaud,,,,,,,non_trouve,False,,
Martha Thomas,77,77,78,61,77,39,72,76,78,81.0,79.0,79,78.0,74.0,56,55,59.0,58.0,70,50,60.0,77.0,78,71,75,77,74,46.0,68.0,33.0,35.0,26.0,81,72,76,59,ST,3,3,Right,170,62,,28,Scotland,Barclays WSL,Spurs,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/martha-thomas/265277,,,,,,F,martha thomas,,,,,,,non_trouve,False,,
Lilla Turányi,77,35,55,65,62,78,82,33,37,31.0,58.0,72,42.0,32.0,62,62,50.0,64.0,76,72,39.0,57.0,56,73,73,68,70,78.0,77.0,78.0,79.0,77.0,76,79,86,77,CB,3,2,Left,175,66,,25,Hungary,GPFBL,Leverkusen,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lilla-turanyi/264924,,,,,,F,lilla turanyi,,,,,,,non_trouve,False,,
Riko Ueki,77,70,77,66,76,46,67,74,66,86.0,82.0,72,72.0,66.0,66,62,53.0,63.0,77,68,48.0,76.0,66,63,77,81,69,42.0,68.0,30.0,59.0,38.0,76,71,69,57,ST,3,4,Right,162,53,,25,Japan,Barclays WSL,West Ham,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/riko-ueki/248728,,,,,,F,riko ueki,,,,,,,non_trouve,False,,
Paola Ulloa,77,75,74,72,80,41,76,41,41,,,54,,,11,27,11.0,10.0,30,23,10.0,11.0,55,44,75,12,33,14.0,11.0,,17.0,17.0,49,17,37,18,GK,2,1,Right,164,60,,27,Spain,Liga F,Madrid CFF,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/paola-ulloa/272061,75.0,74.0,72.0,76.0,80.0,F,paola ulloa,,,,,,,non_trouve,False,,
Barbora Votíková,77,80,69,70,81,50,79,48,52,11.0,10.0,53,,,17,35,14.0,13.0,29,29,15.0,23.0,50,56,67,27,45,18.0,13.0,19.0,17.0,13.0,62,30,57,38,GK,2,1,Right,178,67,,28,Czech Republic,Ceska Liga Žen,Slavia Praha,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/barbora-votikova/265040,80.0,69.0,70.0,79.0,81.0,F,barbora votikova,,,,,,,non_trouve,False,,
Dani Weatherholt,77,52,55,67,69,76,75,59,46,58.0,51.0,63,58.0,52.0,48,74,43.0,54.0,78,76,48.0,67.0,49,69,74,75,77,76.0,67.0,80.0,77.0,74.0,72,78,73,77,CDM,3,3,Right,173,65,CM,30,United States,NWSL,NC Courage,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dani-weatherholt/267376,,,,,,F,dani weatherholt,,,,,,,non_trouve,False,,
Diana Bartovičová,76,57,41,54,58,78,72,58,57,20.0,41.0,39,46.0,19.0,65,29,27.0,66.0,76,70,40.0,55.0,49,49,77,62,71,76.0,72.0,80.0,81.0,70.0,77,59,76,78,CB,3,2,Right,173,61,,31,Slovakia,Ceska Liga Žen,Slavia Praha,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/diana-bartovicova/275813,,,,,,F,diana bartovicova,,,,,,,non_trouve,False,,
Jen Beattie,76,44,41,55,54,77,78,38,48,52.0,30.0,58,43.0,42.0,55,33,42.0,46.0,73,70,38.0,50.0,34,38,70,67,59,78.0,72.0,79.0,76.0,73.0,75,59,89,76,CB,3,2,Right,177,67,,33,Scotland,NWSL,Bay FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jen-beattie/245873,,,,,,F,jen beattie,,,,,,,non_trouve,False,,
Fiamma Benítez,76,77,69,73,79,58,72,80,75,70.0,77.0,60,65.0,62.0,55,75,67.0,60.0,79,75,63.0,80.0,79,76,71,80,70,62.0,55.0,52.0,65.0,50.0,76,84,72,55,CAM,3,4,Right,167,58,CM,20,Spain,Liga F,Atlético de Madrid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fiamma-benitez/272094,,,,,,F,fiamma benitez,,,,,,,non_trouve,False,,
Camryn Biegalski,76,63,48,68,69,76,64,67,60,51.0,47.0,50,53.0,38.0,42,58,75.0,47.0,75,66,66.0,68.0,63,57,74,74,73,73.0,76.0,79.0,75.0,78.0,76,75,61,56,RB,3,3,Right,173,63,,26,United States,NWSL,Chicago Red Stars,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/camryn-biegalski/267251,,,,,,F,camryn biegalski,,,,,,,non_trouve,False,,
Celin Bizet,76,84,70,70,77,37,67,85,83,72.0,72.0,69,68.0,62.0,63,70,76.0,47.0,75,60,63.0,78.0,81,81,69,77,71,36.0,31.0,37.0,41.0,30.0,64,69,67,65,RM,3,4,Right,167,56,"RW, ST",22,Norway,Barclays WSL,Spurs,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/celin-bizet/264896,,,,,,F,celin bizet,,,,,,,non_trouve,False,,
Jassina Blom,76,73,76,63,75,24,65,74,72,80.0,80.0,73,69.0,77.0,66,62,61.0,55.0,72,52,61.0,74.0,73,79,70,77,70,19.0,81.0,16.0,18.0,16.0,87,58,74,46,ST,3,2,Left,168,60,,30,Belgium,Liga F,UD Tenerife,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jassina-blom/264671,,,,,,F,jassina blom,,,,,,,non_trouve,False,,
Rebecka Blomqvist,76,80,71,70,80,46,69,79,80,78.0,73.0,74,64.0,72.0,65,68,67.0,65.0,75,68,63.0,80.0,82,78,78,82,70,42.0,76.0,33.0,51.0,48.0,87,67,75,52,ST,3,3,Right,167,58,CAM,27,Sweden,GPFBL,VfL Wolfsburg,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rebecka-blomqvist/264058,,,,,,F,rebecka blomqvist,,,,,,,non_trouve,False,,
Celeste Boureille,76,70,69,71,74,70,69,68,72,71.0,69.0,71,74.0,54.0,55,75,57.0,51.0,79,75,59.0,76.0,65,55,73,78,68,75.0,67.0,65.0,76.0,64.0,72,78,69,58,CM,3,3,Right,175,60,"CDM, CB",30,United States,Arkema PL,Montpellier,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/celeste-boureille/266947,,,,,,F,celeste boureille,,,,,,,non_trouve,False,,
Sofia Cantore,76,77,76,70,76,37,66,76,77,76.0,80.0,73,73.0,71.0,62,72,71.0,58.0,78,57,46.0,77.0,70,65,70,80,69,27.0,67.0,30.0,42.0,34.0,76,63,68,60,RW,3,3,Right,167,60,"ST, RM",24,Italy,Calcio A Femminile,Juventus,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sofia-cantore/266996,,,,,,F,sofia cantore,,,,,,,non_trouve,False,,
Gabrielle Carle,76,74,49,66,67,74,66,75,73,42.0,46.0,51,58.0,48.0,44,55,71.0,49.0,72,63,68.0,66.0,61,65,73,72,60,74.0,68.0,77.0,74.0,74.0,73,76,61,63,RB,5,2,Right,168,55,LB,25,Canada,NWSL,Washington Spirit,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gabrielle-carle/247725,,,,,,F,gabrielle carle,,,,,,,non_trouve,False,,
Kerstin Casparij,76,76,56,70,73,74,60,76,76,57.0,63.0,57,45.0,43.0,47,58,75.0,47.0,79,70,66.0,74.0,74,68,71,74,60,76.0,59.0,73.0,79.0,75.0,69,64,58,60,RB,4,3,Right,169,57,RM,24,Holland,Barclays WSL,Manchester City,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kerstin-casparij/264875,,,,,,F,kerstin casparij,,,,,,,non_trouve,False,,
Mariana Cerro,76,70,62,69,63,75,73,72,69,65.0,60.0,65,63.0,59.0,55,72,60.0,45.0,77,72,55.0,50.0,73,72,65,77,68,75.0,55.0,77.0,80.0,74.0,70,77,69,80,CDM,3,2,Right,170,59,CM,24,Spain,Liga F,Athletic Club,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mariana-cerro/272131,,,,,,F,mariana cerro,,,,,,,non_trouve,False,,
Allysha Chapman,76,73,51,62,74,76,75,76,70,45.0,46.0,56,59.0,54.0,47,40,70.0,53.0,70,61,70.0,71.0,71,86,70,77,78,75.0,76.0,77.0,75.0,76.0,85,75,71,84,LB,3,2,Left,160,57,CB,35,Canada,NWSL,Houston Dash,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/allysha-chapman/227384,,,,,,F,allysha chapman,,,,,,,non_trouve,False,,
Laia Codina,76,48,42,65,66,79,67,45,50,34.0,43.0,43,44.0,39.0,41,60,55.0,40.0,80,66,40.0,60.0,57,52,75,80,67,75.0,69.0,80.0,84.0,81.0,63,66,62,81,CB,2,2,Right,170,63,,24,Spain,Barclays WSL,Arsenal,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/laia-codina/266949,,,,,,F,laia codina,,,,,,,non_trouve,False,,
Kay-Lee de Sanders,76,65,48,55,55,77,74,65,65,30.0,48.0,57,45.0,25.0,60,38,29.0,43.0,76,70,37.0,46.0,62,65,70,60,64,73.0,81.0,79.0,78.0,73.0,85,69,76,74,CB,2,2,Right,181,66,,26,Holland,Nederland Vrouwen Liga,Ajax,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kay-lee-de-sanders/275948,,,,,,F,kaylee de sanders,,,,,,,non_trouve,False,,
Celina Degen,76,56,51,62,63,77,73,42,68,36.0,48.0,67,49.0,32.0,64,57,48.0,46.0,74,64,63.0,60.0,51,59,80,68,66,77.0,79.0,79.0,75.0,76.0,76,58,79,74,CB,2,2,Right,176,64,CDM,23,Austria,GPFBL,1. FC Köln,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/celina-degen/264985,,,,,,F,celina degen,,,,,,,non_trouve,False,,
Ane Elexpuru,76,84,68,73,76,73,61,85,84,69.0,70.0,68,69.0,69.0,50,70,80.0,65.0,75,68,71.0,75.0,84,78,60,80,67,72.0,61.0,70.0,80.0,71.0,76,67,63,45,RB,2,4,Right,160,55,RM,21,Spain,Liga F,Athletic Club,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ane-elexpuru/272125,,,,,,F,ane elexpuru,,,,,,,non_trouve,False,,
Claire Emslie,76,77,73,76,76,45,68,78,76,72.0,76.0,74,70.0,60.0,70,70,81.0,77.0,78,73,78.0,79.0,65,76,75,77,73,47.0,55.0,42.0,44.0,42.0,77,79,76,32,RW,4,4,Right,170,66,"LW, RM",30,Scotland,NWSL,Angel City FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/claire-emslie/243403,,,,,,F,claire emslie,,,,,,,non_trouve,False,,
Vivien Endemann,76,83,71,69,75,43,66,77,87,79.0,73.0,69,68.0,72.0,55,70,72.0,69.0,74,51,69.0,75.0,80,71,78,76,69,48.0,69.0,30.0,41.0,55.0,70,62,69,60,RW,4,3,Right,171,63,RM,23,Germany,GPFBL,VfL Wolfsburg,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vivien-endemann/265055,,,,,,F,vivien endemann,,,,,,,non_trouve,False,,
Mélissa Gomes,76,77,76,71,79,43,67,83,72,77.0,75.0,77,78.0,69.0,72,70,65.0,70.0,77,64,72.0,80.0,85,76,75,78,80,34.0,73.0,39.0,45.0,34.0,82,70,64,67,ST,4,3,Right,167,60,,30,Portugal,Arkema PL,Stade de Reims,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/melissa-gomes/267673,,,,,,F,melissa gomes,,,,,,,non_trouve,False,,
Grace Fisk,76,49,43,66,63,79,71,43,54,46.0,31.0,64,45.0,46.0,50,56,60.0,42.0,76,73,61.0,56.0,50,66,71,73,73,85.0,74.0,80.0,78.0,76.0,68,69,69,79,CB,3,2,Right,172,59,RB,26,England,Barclays WSL,Liverpool,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/grace-fisk/265301,,,,,,F,grace fisk,,,,,,,non_trouve,False,,
Gabrielle George,76,49,57,68,66,76,80,49,49,50.0,56.0,66,59.0,38.0,49,57,72.0,44.0,74,73,69.0,64.0,46,49,72,74,78,86.0,76.0,79.0,69.0,68.0,80,66,85,84,CB,3,3,Left,171,70,LB,27,England,Barclays WSL,Manchester Utd,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gabrielle-george/266551,,,,,,F,gabrielle george,,,,,,,non_trouve,False,,
Sarah Gorden,76,80,54,56,66,78,74,76,83,45.0,41.0,75,73.0,33.0,41,37,38.0,67.0,75,61,41.0,60.0,67,81,75,71,68,77.0,69.0,82.0,80.0,73.0,82,69,77,71,CB,2,2,Right,163,58,,32,United States,NWSL,Angel City FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sarah-gorden/267367,,,,,,F,sarah gorden,,,,,,,non_trouve,False,,
Franziska Harsch,76,67,64,70,72,72,74,73,62,75.0,59.0,69,71.0,55.0,64,76,51.0,69.0,76,77,66.0,72.0,71,68,80,73,70,79.0,65.0,64.0,78.0,66.0,76,80,71,73,CM,2,3,Right,182,70,CDM,27,Germany,GPFBL,TSG Hoffenheim,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/franziska-harsch/264988,,,,,,F,franziska harsch,,,,,,,non_trouve,False,,
Sam Hiatt,76,65,39,59,63,78,71,62,67,43.0,37.0,43,41.0,35.0,39,60,41.0,40.0,71,66,47.0,59.0,61,60,75,68,69,78.0,77.0,80.0,79.0,74.0,80,64,74,70,CB,2,2,Right,177,66,,26,United States,NWSL,NJ/NY Gotham,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sam-hiatt/267203,,,,,,F,sam hiatt,,,,,,,non_trouve,False,,
Julia Hickelsberger,76,82,67,75,74,44,56,79,85,78.0,66.0,69,68.0,62.0,60,76,79.0,65.0,79,66,62.0,75.0,72,42,75,80,65,43.0,53.0,41.0,50.0,27.0,67,50,57,59,RW,3,3,Right,171,61,RM,25,Austria,GPFBL,TSG Hoffenheim,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/julia-hickelsberger/272337,,,,,,F,julia hickelsberger,,,,,,,non_trouve,False,,
Jordyn Huitema,76,77,75,66,72,41,60,78,77,82.0,79.0,71,69.0,68.0,70,66,58.0,63.0,74,65,55.0,71.0,77,32,75,79,69,37.0,75.0,38.0,38.0,37.0,84,50,72,37,ST,3,4,Right,181,70,,23,Canada,NWSL,Seattle Reign,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jordyn-huitema/247512,,,,,,F,jordyn huitema,,,,,,,non_trouve,False,,
Estelle Johnson,76,65,39,54,59,78,67,61,69,46.0,37.0,41,40.0,35.0,39,53,34.0,34.0,68,61,37.0,58.0,33,47,75,67,75,77.0,69.0,80.0,80.0,77.0,76,33,79,75,CB,3,2,Right,168,57,,36,Cameroon,NWSL,NC Courage,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/estelle-johnson/248827,,,,,,F,estelle johnson,,,,,,,non_trouve,False,,
Lou-Ann Joly,76,37,56,71,70,73,72,34,40,59.0,58.0,55,56.0,53.0,50,72,69.0,43.0,75,72,69.0,67.0,64,78,76,73,67,78.0,53.0,74.0,77.0,72.0,57,75,72,73,CDM,2,3,Right,168,58,CM,22,France,GPFBL,RB Leipzig,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lou-ann-joly/265896,,,,,,F,louann joly,,,,,,,non_trouve,False,,
Johanna Kaneryd,76,82,69,70,79,48,64,80,84,67.0,71.0,70,67.0,61.0,62,72,72.0,56.0,72,61,71.0,83.0,70,69,70,81,65,35.0,50.0,56.0,50.0,44.0,68,76,60,58,RM,3,3,Right,163,58,"CM, RW",27,Sweden,Barclays WSL,Chelsea,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/johanna-kaneryd/241491,,,,,,F,johanna kaneryd,,,,,,,non_trouve,False,,
Léa Khelifi,76,79,68,74,80,65,66,86,73,75.0,68.0,72,67.0,62.0,62,77,68.0,74.0,77,71,72.0,82.0,81,69,66,82,75,69.0,55.0,61.0,69.0,62.0,75,69,64,63,CAM,2,4,Left,171,63,"CM, ST",25,France,Arkema PL,Montpellier,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lea-khelifi/264904,,,,,,F,lea khelifi,,,,,,,non_trouve,False,,
CeCe Kizer,76,74,73,73,76,45,63,74,74,76.0,75.0,68,74.0,65.0,69,75,66.0,67.0,77,74,61.0,77.0,75,48,77,79,74,47.0,51.0,42.0,45.0,39.0,64,80,57,55,LM,4,3,Right,173,57,"ST, LW",27,United States,NWSL,Houston Dash,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ce-ce-kizer/267320,,,,,,F,cece kizer,,,,,,,non_trouve,False,,
Landaluze,76,64,33,65,61,78,71,66,63,43.0,30.0,35,32.0,37.0,45,51,66.0,36.0,80,62,47.0,52.0,69,59,62,70,71,80.0,80.0,74.0,80.0,77.0,84,69,76,60,CB,2,2,Right,170,57,RB,23,Spain,Liga F,Athletic Club,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/landaluze/272119,,,,,,F,landaluze,,,,,,,non_trouve,False,,
Margaux Le Mouël,76,67,63,71,75,71,65,70,65,73.0,61.0,61,72.0,52.0,60,77,51.0,51.0,80,77,60.0,77.0,63,59,72,80,65,74.0,55.0,72.0,74.0,72.0,64,85,58,58,CDM,3,3,Right,168,61,CM,23,France,Arkema PL,Paris FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/margaux-le-mouel/267653,,,,,,F,margaux le mouel,,,,,,,non_trouve,False,,
Adriana,76,77,76,73,75,35,66,77,77,76.0,78.0,75,76.0,69.0,67,72,73.0,70.0,76,72,70.0,77.0,73,84,73,73,69,27.0,71.0,38.0,28.0,22.0,83,67,72,45,LM,3,3,Right,165,54,"RM, LW",27,Brazil,NWSL,Orlando Pride,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/adriana/248219,,,,,,F,adriana,,,,,,,non_trouve,False,,
Justine Lerond,76,75,75,67,79,41,74,40,42,11.0,11.0,50,10.0,,19,31,13.0,14.0,26,21,16.0,13.0,38,45,73,17,41,13.0,12.0,15.0,14.0,11.0,63,32,68,29,GK,2,1,Right,169,74,,24,France,Arkema PL,Montpellier,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/justine-lerond/269959,75.0,75.0,67.0,74.0,79.0,F,justine lerond,,,,,,,non_trouve,False,,
Li Mengwen,76,57,55,72,67,78,63,57,57,66.0,59.0,49,58.0,39.0,44,67,75.0,48.0,78,75,52.0,62.0,61,71,76,74,64,78.0,76.0,76.0,80.0,79.0,74,66,64,52,RB,3,2,Right,166,56,LB,29,China PR,Barclays WSL,Brighton,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/li-mengwen/247116,,,,,,F,li mengwen,,,,,,,non_trouve,False,,
Kethna Louis,76,87,70,67,78,72,81,85,89,75.0,71.0,71,72.0,67.0,47,67,68.0,47.0,72,61,65.0,78.0,82,68,75,79,70,75.0,64.0,72.0,71.0,74.0,88,70,88,75,LB,2,3,Left,170,68,RW,28,Haiti,Arkema PL,Montpellier,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kethna-louis/265894,,,,,,F,kethna louis,,,,,,,non_trouve,False,,
Sylwia Matysik,76,66,57,66,63,78,73,60,70,38.0,54.0,70,55.0,55.0,58,59,69.0,64.0,75,50,62.0,59.0,59,68,76,68,66,78.0,74.0,79.0,80.0,76.0,77,73,72,74,RB,3,2,Right,172,62,CB,27,Poland,GPFBL,1. FC Köln,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sylwia-matysik/264930,,,,,,F,sylwia matysik,,,,,,,non_trouve,False,,
Haley McCutcheon,76,62,54,70,70,75,66,63,62,58.0,43.0,70,67.0,39.0,47,56,74.0,60.0,79,68,67.0,70.0,56,71,71,76,68,74.0,65.0,75.0,78.0,79.0,69,79,64,56,RB,3,3,Right,168,56,"CDM, CM",28,United States,NWSL,Orlando Pride,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/haley-mc-cutcheon/243262,,,,,,F,haley mccutcheon,,,,,,,non_trouve,False,,
Falone Meffometou,76,65,56,67,72,77,74,69,61,60.0,52.0,59,65.0,42.0,53,55,71.0,47.0,76,66,61.0,73.0,73,76,75,70,72,80.0,72.0,78.0,76.0,78.0,81,70,77,69,LB,4,3,Right,163,64,RB,34,Cameroon,Arkema PL,FC Fleury 91,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/falone-meffometou/246568,,,,,,F,falone meffometou,,,,,,,non_trouve,False,,
Jacqueline Meißner,76,64,54,69,68,78,69,60,67,55.0,53.0,64,50.0,45.0,55,64,63.0,51.0,74,77,63.0,60.0,72,87,76,75,69,78.0,73.0,81.0,76.0,79.0,74,67,69,71,CB,2,2,Right,168,60,LB,30,Germany,GPFBL,SGS Essen,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jacqueline-mei-ner/265039,,,,,,F,jacqueline meiner,,,,,,,non_trouve,False,,
Emily Menges,76,56,42,59,67,80,71,58,55,44.0,44.0,42,40.0,36.0,41,55,49.0,31.0,70,62,48.0,64.0,58,50,74,73,78,80.0,76.0,83.0,79.0,74.0,79,68,75,62,CB,2,2,Right,170,57,,32,United States,NWSL,Bay FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emily-menges/267222,,,,,,F,emily menges,,,,,,,non_trouve,False,,
Yuka Momiki,76,78,74,70,77,45,56,77,79,78.0,77.0,73,68.0,75.0,60,75,70.0,65.0,68,73,68.0,80.0,65,89,65,76,75,50.0,60.0,57.0,30.0,28.0,70,78,57,24,RM,4,3,Left,153,49,"CM, RW",28,Japan,Barclays WSL,Leicester City,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yuka-momiki/245834,,,,,,F,yuka momiki,,,,,,,non_trouve,False,,
Olivia Moultrie,76,68,74,75,75,66,56,69,67,76.0,78.0,70,73.0,59.0,65,75,71.0,67.0,79,75,69.0,77.0,64,69,76,76,68,73.0,53.0,64.0,70.0,59.0,53,76,43,62,CM,3,4,Right,170,60,LM,18,United States,NWSL,Portland Thorns,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/olivia-moultrie/267223,,,,,,F,olivia moultrie,,,,,,,non_trouve,False,,
Maelys Mpome,76,72,37,64,65,76,79,69,74,41.0,33.0,53,31.0,35.0,36,52,56.0,32.0,80,69,56.0,65.0,59,34,73,69,75,71.0,75.0,75.0,81.0,72.0,84,69,83,78,CB,3,2,Right,180,69,RB,21,France,Arkema PL,Montpellier,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maelys-mpome/265850,,,,,,F,maelys mpome,,,,,,,non_trouve,False,,
Jessica Naz,76,82,74,66,82,43,66,84,81,82.0,74.0,78,73.0,74.0,60,68,60.0,51.0,77,52,67.0,85.0,79,77,71,83,75,47.0,65.0,41.0,39.0,29.0,78,71,66,58,ST,4,3,Right,165,54,"CAM, LM",23,England,Barclays WSL,Spurs,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jessica-naz/265258,,,,,,F,jessica naz,,,,,,,non_trouve,False,,
Nadine Noordam,76,69,64,68,72,54,71,71,67,78.0,68.0,59,62.0,40.0,59,75,40.0,57.0,80,78,42.0,73.0,64,65,73,77,63,78.0,41.0,30.0,68.0,44.0,62,77,70,67,CM,3,3,Right,166,57,RB,26,Holland,Nederland Vrouwen Liga,Ajax,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nadine-noordam/275969,,,,,,F,nadine noordam,,,,,,,non_trouve,False,,
